l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,0.0,3.0,4.0,710.2068627450981,2.0
2.0,5.0,3.0,6.0,524.0666666666666,2.0
2.0,18.0,3.0,20.0,809.4607843137254,2.0
3.0,1.0,7.0,5.0,1910.703921568628,1.0
7.0,1.0,8.0,5.0,2195.144117647059,1.0
3.0,0.0,7.0,1.0,2312.654901960785,1.0
7.0,0.0,8.0,1.0,2033.5254901960784,1.0
3.0,5.0,7.0,9.0,1648.4517156862744,1.0
7.0,5.0,8.0,9.0,2168.2137254901963,1.0
3.0,9.0,7.0,13.0,1958.3085784313728,1.0
7.0,9.0,8.0,13.0,2295.890196078432,1.0
3.0,13.0,7.0,15.0,1731.600980392157,1.0
7.0,13.0,8.0,15.0,2232.972549019608,1.0
3.0,16.0,4.0,17.0,1445.9803921568628,1.0
4.0,16.0,5.0,20.0,1607.5941176470587,1.0
5.0,16.0,7.0,20.0,1763.4289215686276,1.0
7.0,16.0,8.0,20.0,2005.03137254902,1.0
3.0,18.0,4.0,20.0,1699.2196078431373,1.0
8.0,1.0,9.0,7.0,981.4954248366016,2.0
8.0,0.0,9.0,1.0,1181.929411764706,2.0
8.0,7.0,9.0,13.0,1183.0339869281045,2.0
8.0,13.0,9.0,19.0,903.5209150326796,2.0
8.0,19.0,9.0,20.0,1106.2745098039218,2.0
2.0,15.0,3.0,17.0,373.99607843137255,2.0
3.0,15.0,7.0,16.0,1253.9843137254902,2.0
7.0,15.0,8.0,16.0,1855.0745098039213,2.0
9.0,0.0,10.0,6.0,228.8660130718954,4.0
9.0,6.0,10.0,14.0,173.40882352941173,4.0
9.0,14.0,10.0,20.0,240.27320261437907,4.0
0.0,4.0,2.0,10.0,0.0,5.0
0.0,0.0,2.0,4.0,50.14068627450981,5.0
2.0,4.0,3.0,5.0,3.388235294117647,5.0
2.0,6.0,3.0,10.0,3.388235294117647,5.0
0.0,10.0,2.0,16.0,0.0,5.0
0.0,16.0,2.0,20.0,61.87156862745098,5.0
2.0,10.0,3.0,15.0,3.388235294117647,5.0
2.0,17.0,4.0,18.0,794.4803921568628,5.0
