l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
7.0,7.0,8.0,13.0,910.2856209150326,2.0
2.0,7.0,6.0,8.0,1932.6715686274508,1.0
6.0,7.0,7.0,8.0,1495.0196078431372,1.0
2.0,8.0,6.0,12.0,2296.594117647059,1.0
6.0,8.0,7.0,12.0,2210.5892156862747,1.0
2.0,12.0,6.0,13.0,2197.5558823529414,1.0
6.0,12.0,7.0,13.0,1509.2313725490194,1.0
2.0,15.0,6.0,19.0,1934.0367647058827,1.0
1.0,5.0,2.0,9.0,724.6284313725488,2.0
1.0,9.0,2.0,15.0,976.9071895424837,2.0
1.0,15.0,2.0,20.0,814.2792156862746,2.0
2.0,6.0,4.0,7.0,640.9803921568628,2.0
3.0,13.0,5.0,15.0,1134.6382352941175,2.0
2.0,13.0,3.0,15.0,1730.4450980392153,2.0
5.0,14.0,6.0,15.0,569.5333333333333,2.0
6.0,15.0,8.0,20.0,1004.4050980392157,2.0
2.0,19.0,6.0,20.0,1260.964705882353,2.0
7.0,2.0,8.0,7.0,1061.5725490196078,2.0
8.0,2.0,9.0,6.0,1349.049019607843,2.0
6.0,4.0,7.0,7.0,699.7503267973857,2.0
8.0,0.0,9.0,2.0,116.83289760348585,4.0
9.0,0.0,10.0,6.0,890.2496732026144,4.0
9.0,6.0,10.0,14.0,255.17843137254903,4.0
9.0,14.0,10.0,20.0,660.3803921568629,4.0
5.0,13.0,6.0,14.0,153.31307189542488,4.0
6.0,13.0,8.0,15.0,607.0303921568627,4.0
8.0,6.0,9.0,10.0,613.2764705882353,4.0
8.0,10.0,9.0,16.0,691.4555555555555,4.0
8.0,16.0,9.0,20.0,459.3823529411765,4.0
7.0,1.0,8.0,2.0,54.65686274509804,4.0
0.0,8.0,1.0,16.0,276.0647058823529,4.0
0.0,16.0,1.0,20.0,617.9411764705882,4.0
0.0,0.0,2.0,2.0,771.3931372549022,4.0
2.0,0.0,3.0,1.0,73.11503267973856,4.0
3.0,0.0,4.0,6.0,0.0,5.0
4.0,3.0,5.0,7.0,84.09117647058824,5.0
4.0,0.0,5.0,3.0,0.0,5.0
-0.0,2.0,1.0,8.0,10.16470588235294,5.0
1.0,2.0,2.0,5.0,5.08235294117647,5.0
2.0,1.0,3.0,6.0,3.388235294117647,5.0
5.0,3.0,6.0,7.0,260.0333333333333,5.0
5.0,0.0,6.0,3.0,0.0,5.0
6.0,0.0,7.0,4.0,1.4521008403361344,5.0
7.0,0.0,8.0,1.0,1.2705882352941176,5.0
