l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,8.0,7.0,15.0,2020.019159663866,1.0
-0.0,4.0,1.0,6.0,501.06274509803933,2.0
1.0,4.0,2.0,6.0,892.5588235294118,2.0
2.0,5.0,3.0,6.0,306.7882352941177,2.0
5.0,7.0,7.0,8.0,1277.8117647058825,2.0
7.0,7.0,8.0,14.0,1077.0991596638657,2.0
8.0,8.0,9.0,9.0,436.1607843137255,2.0
2.0,15.0,3.0,20.0,1038.6854901960783,2.0
3.0,15.0,5.0,17.0,1255.3294117647058,2.0
1.0,6.0,2.0,7.0,1273.270588235294,2.0
1.0,7.0,2.0,19.0,1209.4434640522875,2.0
1.0,19.0,2.0,20.0,1165.5254901960784,2.0
2.0,6.0,5.0,8.0,1215.6875816993465,2.0
5.0,15.0,7.0,16.0,765.8960784313725,2.0
5.0,2.0,7.0,3.0,1316.5313725490196,1.0
7.0,0.0,9.0,5.0,1267.7533333333333,2.0
9.0,0.0,10.0,4.0,367.3,2.0
4.0,5.0,8.0,6.0,849.592156862745,2.0
3.0,3.0,7.0,5.0,1220.717156862745,2.0
4.0,2.0,5.0,3.0,77.7764705882353,2.0
6.0,1.0,7.0,2.0,163.22352941176473,2.0
9.0,4.0,10.0,10.0,22.451960784313727,4.0
3.0,17.0,6.0,18.0,83.25098039215688,4.0
5.0,16.0,8.0,17.0,164.4671568627451,4.0
7.0,14.0,8.0,16.0,52.04803921568625,4.0
8.0,8.0,9.0,16.0,35.31209150326797,4.0
5.0,6.0,8.0,7.0,331.02107843137264,4.0
8.0,5.0,9.0,8.0,71.0639070442992,4.0
0.0,6.0,1.0,20.0,464.5770308123249,4.0
0.0,0.0,2.0,4.0,527.4024509803921,4.0
2.0,0.0,3.0,1.0,21.016993464052288,4.0
9.0,10.0,10.0,20.0,1.016470588235294,5.0
3.0,18.0,6.0,20.0,5.08235294117647,5.0
6.0,17.0,8.0,20.0,2.541176470588235,5.0
8.0,16.0,9.0,20.0,1.1294117647058823,5.0
3.0,0.0,7.0,1.0,5.808403361344537,5.0
2.0,1.0,3.0,5.0,3.388235294117647,5.0
3.0,1.0,4.0,3.0,2.541176470588235,5.0
4.0,1.0,6.0,2.0,3.388235294117647,5.0
3.0,5.0,4.0,6.0,2.541176470588235,5.0
