l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,1.0,3.0,5.0,1527.3215686274511,1.0
3.0,1.0,7.0,5.0,2335.8480392156866,1.0
7.0,1.0,8.0,5.0,2182.210784313725,1.0
3.0,17.0,7.0,19.0,2441.6867647058825,1.0
2.0,0.0,3.0,1.0,899.8235294117646,2.0
3.0,0.0,7.0,1.0,1673.3264705882352,2.0
7.0,0.0,8.0,1.0,2105.2039215686277,2.0
8.0,0.0,9.0,2.0,308.3274509803921,2.0
8.0,4.0,9.0,7.0,795.6196078431373,2.0
8.0,12.0,9.0,18.0,1117.2326797385624,2.0
8.0,18.0,9.0,20.0,870.8509803921567,2.0
3.0,19.0,7.0,20.0,1954.7186274509804,2.0
3.0,16.0,7.0,17.0,1666.8588235294117,2.0
2.0,7.0,6.0,8.0,1965.301960784314,2.0
6.0,7.0,7.0,8.0,2426.5529411764705,2.0
2.0,8.0,6.0,12.0,2105.0330882352946,2.0
6.0,8.0,7.0,12.0,2546.709803921569,2.0
2.0,12.0,6.0,13.0,1460.0705882352938,2.0
6.0,12.0,7.0,13.0,2085.7137254901963,2.0
3.0,5.0,7.0,7.0,1462.470588235294,2.0
7.0,5.0,8.0,7.0,2000.2823529411762,2.0
7.0,7.0,8.0,10.0,2061.5947712418306,2.0
7.0,10.0,8.0,16.0,1680.5705882352938,2.0
7.0,16.0,8.0,20.0,2129.188235294118,2.0
6.0,13.0,7.0,16.0,107.61848739495798,4.0
2.0,14.0,6.0,16.0,691.1882352941177,4.0
9.0,0.0,10.0,5.0,39.618196078431374,4.0
8.0,2.0,9.0,4.0,70.12657952069715,4.0
8.0,7.0,9.0,12.0,62.50901960784314,4.0
2.0,5.0,3.0,7.0,262.07516339869284,4.0
9.0,14.0,10.0,19.0,43.52337254901961,4.0
1.0,12.0,2.0,14.0,77.76568627450979,4.0
2.0,13.0,6.0,14.0,268.9382352941177,4.0
0.0,0.0,1.0,6.0,0.0,5.0
0.0,6.0,1.0,14.0,0.0,5.0
0.0,14.0,1.0,20.0,0.0,5.0
1.0,6.0,2.0,12.0,132.38954248366016,5.0
1.0,0.0,2.0,6.0,20.18823529411765,5.0
1.0,14.0,2.0,20.0,0.0,5.0
2.0,16.0,3.0,20.0,3.388235294117647,5.0
9.0,5.0,10.0,13.0,130.80833333333334,5.0
9.0,13.0,10.0,14.0,276.278431372549,5.0
9.0,19.0,10.0,20.0,1.016470588235294,5.0
