l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,7.0,6.0,11.0,2411.462254901961,1.0
6.0,7.0,7.0,11.0,2281.1401960784315,1.0
2.0,3.0,6.0,7.0,2276.992647058824,1.0
6.0,3.0,7.0,7.0,2111.683333333333,1.0
2.0,1.0,6.0,3.0,2048.374019607844,1.0
6.0,1.0,7.0,3.0,1756.8372549019612,1.0
7.0,4.0,8.0,10.0,1233.18954248366,1.0
7.0,1.0,8.0,4.0,1108.027450980392,1.0
2.0,11.0,4.0,14.0,1897.1790849673205,2.0
4.0,11.0,7.0,13.0,1960.5732026143799,2.0
1.0,12.0,2.0,14.0,662.1764705882354,2.0
5.0,14.0,7.0,15.0,607.4392156862747,2.0
7.0,14.0,9.0,16.0,1468.0950980392156,2.0
5.0,13.0,7.0,14.0,2264.9411764705883,2.0
7.0,13.0,8.0,14.0,1534.756862745098,2.0
7.0,12.0,8.0,13.0,1757.2555555555555,2.0
4.0,13.0,5.0,14.0,1777.1558823529413,2.0
1.0,6.0,2.0,12.0,602.7392156862745,4.0
1.0,0.0,2.0,6.0,273.25816993464053,4.0
3.0,0.0,5.0,1.0,76.23529411764707,4.0
2.0,0.0,3.0,1.0,148.09803921568627,4.0
8.0,12.0,9.0,14.0,70.23159041394335,4.0
9.0,12.0,10.0,16.0,30.617058823529412,4.0
7.0,10.0,8.0,12.0,104.71985294117648,4.0
3.0,14.0,5.0,15.0,270.93137254901956,4.0
1.0,14.0,3.0,15.0,326.47843137254904,4.0
0.0,0.0,1.0,6.0,0.4692810457516339,5.0
0.0,6.0,1.0,14.0,23.681862745098037,5.0
0.0,14.0,1.0,20.0,0.0,5.0
1.0,15.0,2.0,19.0,0.0,5.0
2.0,15.0,6.0,19.0,0.0,5.0
6.0,15.0,7.0,19.0,1.6068627450980393,5.0
1.0,19.0,2.0,20.0,0.0,5.0
2.0,19.0,6.0,20.0,0.0,5.0
6.0,19.0,7.0,20.0,0.0,5.0
7.0,16.0,9.0,20.0,65.85147058823529,5.0
9.0,16.0,10.0,20.0,1.6333333333333333,5.0
5.0,0.0,7.0,1.0,22.321568627450986,5.0
7.0,0.0,8.0,1.0,1.8274509803921568,5.0
8.0,4.0,10.0,12.0,156.91568627450982,5.0
8.0,0.0,10.0,4.0,7.64313725490196,5.0
