l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,2.0,4.0,4.0,2298.2,1.0
4.0,2.0,6.0,4.0,2590.835294117647,1.0
6.0,2.0,8.0,4.0,2298.1705882352944,1.0
5.0,11.0,6.0,12.0,2580.858823529412,1.0
2.0,0.0,4.0,2.0,2316.516666666667,2.0
4.0,0.0,6.0,2.0,2362.349019607843,2.0
6.0,0.0,8.0,2.0,1885.6049019607847,2.0
3.0,4.0,5.0,6.0,2456.2627450980394,2.0
2.0,4.0,3.0,6.0,1774.6627450980393,2.0
3.0,6.0,5.0,10.0,2312.1470588235293,2.0
2.0,6.0,3.0,10.0,1555.850980392157,2.0
3.0,10.0,5.0,13.0,2465.2980392156865,2.0
2.0,10.0,3.0,13.0,1660.9908496732025,2.0
6.0,4.0,8.0,7.0,2246.9470588235295,2.0
6.0,7.0,8.0,11.0,2297.5823529411764,2.0
6.0,11.0,8.0,14.0,2237.822875816993,2.0
5.0,9.0,6.0,11.0,2536.6196078431367,2.0
5.0,7.0,6.0,9.0,2472.658823529412,2.0
5.0,5.0,6.0,7.0,2270.9156862745103,2.0
5.0,4.0,6.0,5.0,2441.396078431372,2.0
5.0,12.0,6.0,13.0,2384.6352941176474,2.0
3.0,16.0,4.0,18.0,2552.817647058823,1.0
4.0,16.0,6.0,18.0,2543.266666666667,1.0
6.0,16.0,7.0,18.0,2527.5549019607847,1.0
3.0,18.0,4.0,19.0,2286.721568627451,1.0
4.0,18.0,6.0,19.0,2201.7058823529414,1.0
6.0,18.0,7.0,19.0,2161.9686274509804,1.0
4.0,13.0,6.0,14.0,2446.623529411765,2.0
2.0,13.0,4.0,14.0,2119.4392156862746,2.0
2.0,14.0,4.0,16.0,2140.7166666666667,2.0
4.0,14.0,6.0,16.0,2441.576470588236,2.0
6.0,14.0,8.0,16.0,2212.777450980392,2.0
2.0,16.0,3.0,19.0,2113.2480392156867,2.0
7.0,16.0,8.0,19.0,1551.7127450980392,2.0
1.0,15.0,2.0,19.0,92.96372549019607,4.0
1.0,19.0,2.0,20.0,141.27058823529413,4.0
2.0,19.0,4.0,20.0,1376.2980392156867,4.0
4.0,19.0,6.0,20.0,1521.4235294117648,4.0
6.0,19.0,8.0,20.0,1016.0411764705882,4.0
8.0,6.0,9.0,9.0,74.28496732026144,4.0
8.0,9.0,9.0,13.0,97.74607843137257,4.0
8.0,13.0,9.0,16.0,67.7529411764706,4.0
0.0,4.0,1.0,8.0,0.0,5.0
0.0,0.0,1.0,4.0,0.0,5.0
0.0,8.0,1.0,12.0,0.0,5.0
0.0,12.0,1.0,16.0,0.0,5.0
0.0,16.0,1.0,20.0,0.0,5.0
1.0,1.0,2.0,5.0,16.845098039215685,5.0
1.0,0.0,2.0,1.0,78.70588235294119,5.0
1.0,5.0,2.0,9.0,19.85392156862745,5.0
1.0,9.0,2.0,13.0,34.08529411764705,5.0
1.0,13.0,2.0,15.0,43.052941176470576,5.0
8.0,2.0,9.0,6.0,12.481372549019609,5.0
8.0,0.0,9.0,2.0,5.2862745098039206,5.0
9.0,4.0,10.0,8.0,0.0,5.0
9.0,0.0,10.0,4.0,0.0,5.0
9.0,8.0,10.0,12.0,0.0,5.0
9.0,12.0,10.0,16.0,0.0,5.0
9.0,16.0,10.0,20.0,0.0,5.0
8.0,16.0,9.0,20.0,22.0,5.0
