l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
3.0,12.0,4.0,14.0,2553.4529411764706,1.0
4.0,12.0,6.0,14.0,2513.900980392157,1.0
6.0,12.0,7.0,14.0,2218.627450980392,1.0
3.0,14.0,4.0,15.0,2525.3294117647056,1.0
4.0,14.0,6.0,15.0,2469.896078431373,1.0
6.0,14.0,7.0,15.0,2172.270588235294,1.0
3.0,19.0,4.0,20.0,2490.552941176471,1.0
4.0,19.0,6.0,20.0,2498.2647058823527,1.0
6.0,19.0,8.0,20.0,2217.2058823529414,1.0
1.0,8.0,3.0,12.0,1305.0377450980393,2.0
1.0,12.0,3.0,16.0,1512.5799019607846,2.0
1.0,16.0,3.0,19.0,1379.9568627450979,2.0
3.0,8.0,4.0,12.0,1654.1911764705883,2.0
4.0,9.0,6.0,11.0,1510.049019607843,2.0
4.0,11.0,6.0,12.0,2120.3117647058825,2.0
6.0,10.0,7.0,12.0,1636.3019607843135,2.0
7.0,12.0,8.0,16.0,759.0490196078433,2.0
7.0,16.0,8.0,17.0,864.3960784313725,2.0
7.0,18.0,8.0,19.0,1329.1254901960785,2.0
2.0,19.0,3.0,20.0,1431.1764705882354,2.0
3.0,15.0,4.0,17.0,2399.0823529411764,2.0
4.0,15.0,6.0,17.0,2246.9127450980395,2.0
6.0,15.0,7.0,17.0,2021.035294117647,2.0
3.0,17.0,4.0,19.0,2099.772549019608,2.0
4.0,17.0,6.0,19.0,1856.5823529411764,2.0
6.0,17.0,7.0,19.0,1639.3666666666668,2.0
3.0,1.0,4.0,3.0,1865.0117647058826,1.0
4.0,1.0,6.0,3.0,2114.717647058824,1.0
6.0,1.0,8.0,3.0,2329.496078431373,1.0
3.0,0.0,4.0,1.0,2248.4392156862746,1.0
4.0,0.0,6.0,1.0,2193.1274509803925,1.0
6.0,0.0,8.0,1.0,2043.8666666666666,1.0
3.0,5.0,4.0,7.0,2366.309803921569,1.0
4.0,5.0,6.0,7.0,2468.471568627451,1.0
6.0,5.0,8.0,7.0,2479.358823529412,1.0
3.0,4.0,4.0,5.0,2565.580392156863,1.0
4.0,4.0,6.0,5.0,2586.917647058824,1.0
6.0,4.0,8.0,5.0,2535.2392156862743,1.0
2.0,3.0,3.0,7.0,874.6980392156862,2.0
2.0,0.0,3.0,3.0,693.9320261437907,2.0
8.0,4.0,9.0,8.0,455.9303921568628,2.0
8.0,0.0,9.0,4.0,546.7117647058824,2.0
3.0,7.0,4.0,8.0,222.3294117647059,2.0
4.0,7.0,6.0,8.0,656.0490196078431,2.0
6.0,7.0,8.0,8.0,1572.478431372549,2.0
3.0,3.0,4.0,4.0,2082.1529411764704,2.0
4.0,3.0,6.0,4.0,2135.1176470588234,2.0
6.0,3.0,8.0,4.0,2307.550980392157,2.0
4.0,8.0,6.0,9.0,222.30392156862752,4.0
6.0,8.0,8.0,10.0,295.45588235294116,4.0
7.0,10.0,9.0,12.0,304.1186274509804,4.0
9.0,4.0,10.0,8.0,0.0,5.0
9.0,0.0,10.0,4.0,0.0,5.0
9.0,8.0,10.0,12.0,0.0,5.0
9.0,12.0,10.0,16.0,0.0,5.0
9.0,16.0,10.0,20.0,0.0,5.0
7.0,17.0,8.0,18.0,1.2705882352941176,5.0
8.0,12.0,9.0,16.0,93.54215686274507,5.0
8.0,16.0,9.0,20.0,201.81078431372552,5.0
8.0,8.0,9.0,10.0,1.1294117647058823,5.0
0.0,4.0,1.0,8.0,0.0,5.0
0.0,0.0,1.0,4.0,0.0,5.0
0.0,8.0,1.0,12.0,24.358823529411765,5.0
0.0,12.0,1.0,16.0,49.25294117647058,5.0
0.0,16.0,1.0,20.0,3.5794117647058825,5.0
1.0,4.0,2.0,8.0,0.08627450980392158,5.0
1.0,0.0,2.0,4.0,6.252941176470588,5.0
2.0,7.0,3.0,8.0,3.388235294117647,5.0
1.0,19.0,2.0,20.0,5.08235294117647,5.0
