l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
1.0,1.0,2.0,2.0,549.2549019607844,2.0
2.0,4.0,3.0,8.0,1475.8362745098038,1.0
3.0,4.0,7.0,8.0,2313.482352941177,1.0
7.0,4.0,8.0,8.0,1952.5715686274511,1.0
2.0,0.0,3.0,4.0,1354.7490196078434,1.0
3.0,0.0,7.0,4.0,2128.987254901961,1.0
7.0,0.0,8.0,4.0,2006.833333333333,1.0
3.0,9.0,7.0,13.0,2227.229411764706,1.0
7.0,9.0,8.0,13.0,2340.2627450980394,1.0
3.0,13.0,7.0,14.0,1592.65,1.0
7.0,13.0,8.0,14.0,2220.690196078432,1.0
8.0,1.0,9.0,7.0,743.9300653594772,2.0
8.0,0.0,9.0,1.0,765.1568627450981,2.0
8.0,7.0,9.0,13.0,561.8385620915033,2.0
8.0,13.0,9.0,19.0,919.6320261437908,2.0
8.0,19.0,9.0,20.0,742.4823529411765,2.0
2.0,8.0,3.0,14.0,845.827450980392,2.0
2.0,14.0,3.0,20.0,776.2274509803922,2.0
3.0,8.0,7.0,9.0,2044.1460784313726,2.0
7.0,8.0,8.0,9.0,2175.9058823529413,2.0
3.0,14.0,7.0,18.0,1528.9107843137256,2.0
3.0,18.0,7.0,20.0,2142.728431372549,2.0
7.0,14.0,8.0,20.0,1906.8960784313724,2.0
1.0,13.0,2.0,19.0,411.8156862745098,4.0
1.0,19.0,2.0,20.0,445.39215686274514,4.0
-0.0,15.0,1.0,20.0,69.77176470588236,4.0
1.0,4.0,2.0,10.0,362.8928104575164,4.0
1.0,2.0,2.0,4.0,560.443137254902,4.0
9.0,0.0,10.0,8.0,314.1230392156863,4.0
9.0,13.0,10.0,20.0,29.14408963585434,4.0
0.0,0.0,1.0,2.0,44.88627450980393,4.0
1.0,0.0,2.0,1.0,246.1686274509804,4.0
0.0,2.0,1.0,4.0,1.7254901960784317,5.0
0.0,4.0,1.0,12.0,3.128921568627451,5.0
0.0,12.0,1.0,15.0,0.07973856209150326,5.0
1.0,10.0,2.0,13.0,5.08235294117647,5.0
9.0,8.0,10.0,13.0,1.016470588235294,5.0
