l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
4.0,2.0,5.0,3.0,2018.058823529412,2.0
5.0,2.0,7.0,3.0,1997.0392156862745,2.0
7.0,2.0,8.0,3.0,1355.050980392157,2.0
4.0,8.0,7.0,10.0,2411.2071895424842,1.0
5.0,11.0,7.0,12.0,2416.5843137254897,1.0
3.0,15.0,7.0,17.0,2113.4504901960777,1.0
2.0,18.0,3.0,20.0,1809.5686274509806,1.0
3.0,18.0,7.0,20.0,2266.3965686274514,1.0
7.0,18.0,8.0,20.0,1859.9725490196079,1.0
2.0,2.0,4.0,7.0,1948.285098039216,1.0
4.0,3.0,5.0,7.0,2339.6784313725493,1.0
5.0,3.0,7.0,7.0,2418.126470588236,1.0
7.0,3.0,8.0,7.0,2072.802941176471,1.0
2.0,7.0,3.0,9.0,1139.301960784314,2.0
7.0,7.0,8.0,9.0,2177.8843137254903,2.0
7.0,9.0,8.0,15.0,2117.4666666666667,2.0
7.0,15.0,8.0,18.0,2034.896732026144,2.0
8.0,11.0,9.0,16.0,1012.7764705882353,2.0
2.0,15.0,3.0,18.0,1115.437908496732,2.0
3.0,17.0,7.0,18.0,1831.3666666666666,2.0
3.0,7.0,4.0,13.0,1795.3718954248368,2.0
3.0,13.0,4.0,14.0,1009.01568627451,2.0
6.0,12.0,7.0,15.0,1957.7359477124185,2.0
4.0,7.0,7.0,8.0,2120.2000000000007,2.0
4.0,10.0,5.0,14.0,2054.344117647059,2.0
5.0,10.0,7.0,11.0,2357.129411764707,2.0
5.0,12.0,6.0,14.0,2063.9823529411765,2.0
2.0,1.0,3.0,2.0,742.3450980392157,2.0
3.0,1.0,7.0,2.0,442.1794117647057,2.0
7.0,1.0,8.0,2.0,186.1843137254902,2.0
2.0,0.0,3.0,1.0,2103.341176470588,1.0
3.0,0.0,7.0,1.0,2534.522549019608,1.0
7.0,0.0,8.0,1.0,1815.5058823529407,1.0
8.0,5.0,9.0,11.0,511.6535947712418,4.0
8.0,2.0,9.0,5.0,217.9045751633987,4.0
9.0,4.0,10.0,7.0,108.06535947712419,4.0
9.0,7.0,10.0,15.0,153.66715686274514,4.0
9.0,15.0,10.0,19.0,141.62647058823524,4.0
8.0,16.0,9.0,20.0,56.87549019607845,4.0
2.0,9.0,3.0,15.0,520.4856209150327,4.0
3.0,14.0,6.0,15.0,373.9307189542485,4.0
0.0,1.0,2.0,7.0,32.046078431372536,5.0
0.0,0.0,2.0,1.0,13.86862745098039,5.0
0.0,7.0,2.0,13.0,9.126797385620916,5.0
0.0,13.0,2.0,19.0,4.666013071895425,5.0
0.0,19.0,2.0,20.0,14.370588235294118,5.0
8.0,0.0,9.0,2.0,1.1294117647058823,5.0
9.0,0.0,10.0,4.0,1.016470588235294,5.0
9.0,19.0,10.0,20.0,1.016470588235294,5.0
