l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
4.0,9.0,7.0,12.0,2558.8169934640523,1.0
2.0,7.0,4.0,8.0,1648.8274509803925,2.0
2.0,8.0,4.0,14.0,2417.3176470588237,2.0
2.0,14.0,4.0,15.0,741.7176470588237,2.0
4.0,7.0,5.0,9.0,1741.6254901960785,2.0
5.0,8.0,7.0,9.0,2114.5117647058823,2.0
7.0,8.0,8.0,13.0,995.5011764705883,2.0
1.0,13.0,2.0,15.0,625.743137254902,2.0
4.0,12.0,7.0,14.0,1922.9026143790848,2.0
2.0,0.0,3.0,3.0,708.6496732026144,2.0
3.0,0.0,7.0,3.0,2406.465032679739,1.0
7.0,0.0,9.0,4.0,1223.9715686274512,2.0
6.0,3.0,7.0,4.0,175.6352941176471,2.0
2.0,17.0,3.0,20.0,681.2666666666668,2.0
3.0,17.0,7.0,20.0,2309.969607843137,1.0
7.0,16.0,8.0,20.0,1947.2519607843133,2.0
8.0,17.0,9.0,20.0,524.0535947712418,2.0
1.0,6.0,2.0,12.0,448.08627450980384,4.0
1.0,12.0,2.0,13.0,461.09803921568636,4.0
3.0,6.0,5.0,7.0,217.93529411764703,4.0
2.0,6.0,3.0,7.0,672.9843137254902,4.0
0.0,2.0,1.0,10.0,0.3735294117647059,5.0
0.0,0.0,1.0,2.0,0.0,5.0
1.0,0.0,2.0,6.0,1.898692810457516,5.0
3.0,3.0,5.0,6.0,3.538562091503268,5.0
2.0,3.0,3.0,6.0,1.7934640522875815,5.0
9.0,2.0,10.0,10.0,0.0,5.0
9.0,0.0,10.0,2.0,0.0,5.0
5.0,4.0,6.0,8.0,177.28431372549022,5.0
5.0,3.0,6.0,4.0,70.2,5.0
6.0,4.0,8.0,8.0,100.77058823529413,5.0
8.0,4.0,9.0,10.0,5.051633986928105,5.0
0.0,10.0,1.0,18.0,2.397058823529412,5.0
0.0,18.0,1.0,20.0,0.0,5.0
1.0,15.0,2.0,20.0,5.08235294117647,5.0
2.0,15.0,4.0,17.0,7.07156862745098,5.0
4.0,14.0,5.0,17.0,2.032941176470588,5.0
8.0,10.0,9.0,16.0,25.63202614379085,5.0
8.0,16.0,9.0,17.0,71.39607843137257,5.0
9.0,10.0,10.0,18.0,0.0,5.0
9.0,18.0,10.0,20.0,0.0,5.0
5.0,14.0,7.0,17.0,109.79281045751637,5.0
7.0,13.0,8.0,16.0,1.2705882352941176,5.0
