l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,9.0,3.0,11.0,183.09607843137246,2.0
3.0,8.0,8.0,11.0,2060.4750326797384,1.0
2.0,0.0,7.0,7.0,2070.3484593837534,2.0
8.0,3.0,9.0,12.0,844.2949891067539,2.0
6.0,11.0,8.0,12.0,529.7313725490196,2.0
3.0,7.0,7.0,8.0,1423.2470588235294,2.0
7.0,0.0,8.0,8.0,1998.4730392156866,2.0
1.0,15.0,3.0,17.0,1186.0892156862747,2.0
3.0,16.0,5.0,17.0,842.8568627450978,2.0
7.0,16.0,8.0,20.0,1458.7303921568628,2.0
8.0,16.0,9.0,18.0,409.2352941176471,2.0
2.0,17.0,7.0,20.0,2090.9586928104573,2.0
8.0,0.0,9.0,3.0,54.33449527959333,4.0
0.0,0.0,2.0,10.0,10.16470588235294,5.0
2.0,7.0,3.0,9.0,3.388235294117647,5.0
9.0,0.0,10.0,10.0,1.016470588235294,5.0
-0.0,10.0,1.0,20.0,10.16470588235294,5.0
1.0,10.0,2.0,15.0,5.08235294117647,5.0
2.0,11.0,3.0,15.0,3.388235294117647,5.0
3.0,11.0,5.0,16.0,4.065882352941176,5.0
1.0,17.0,2.0,20.0,5.08235294117647,5.0
9.0,10.0,10.0,20.0,1.016470588235294,5.0
8.0,18.0,9.0,20.0,1.1294117647058823,5.0
5.0,11.0,6.0,17.0,1.6941176470588235,5.0
6.0,12.0,7.0,17.0,1.4521008403361344,5.0
7.0,12.0,9.0,16.0,2.2588235294117647,5.0
