l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,10.0,4.0,11.0,346.69803921568626,2.0
4.0,10.0,6.0,11.0,536.9843137254902,2.0
6.0,10.0,8.0,11.0,1009.0803921568628,2.0
2.0,11.0,4.0,13.0,2059.28137254902,1.0
4.0,11.0,6.0,13.0,2515.0156862745102,1.0
6.0,11.0,8.0,13.0,2361.442156862745,1.0
2.0,13.0,4.0,15.0,2096.114705882353,1.0
4.0,13.0,6.0,15.0,2574.419607843137,1.0
6.0,13.0,8.0,15.0,2329.9833333333336,1.0
2.0,15.0,4.0,17.0,1967.1186274509805,1.0
4.0,15.0,6.0,17.0,2466.373529411765,1.0
6.0,15.0,8.0,17.0,2260.5,1.0
2.0,17.0,4.0,18.0,1743.5137254901958,1.0
4.0,17.0,6.0,18.0,2162.762745098039,1.0
6.0,17.0,8.0,18.0,1971.1509803921567,1.0
7.0,18.0,9.0,20.0,1498.1352941176472,2.0
6.0,19.0,7.0,20.0,932.2901960784312,2.0
4.0,6.0,6.0,8.0,2451.3088235294117,1.0
6.0,6.0,7.0,8.0,2132.894117647059,1.0
4.0,4.0,6.0,6.0,2479.1892156862746,1.0
6.0,4.0,7.0,6.0,2366.4392156862746,1.0
4.0,3.0,6.0,4.0,2403.8901960784315,1.0
6.0,3.0,7.0,4.0,2399.807843137255,1.0
1.0,0.0,3.0,3.0,977.8065359477124,2.0
4.0,1.0,6.0,3.0,1689.0901960784313,2.0
3.0,1.0,4.0,3.0,1716.8019607843135,2.0
6.0,2.0,7.0,3.0,1896.458823529412,2.0
7.0,4.0,8.0,8.0,1137.1627450980393,2.0
7.0,2.0,8.0,4.0,1229.0901960784315,2.0
1.0,7.0,2.0,9.0,832.1137254901961,2.0
2.0,5.0,4.0,9.0,1902.3857843137253,2.0
2.0,3.0,4.0,5.0,1947.2176470588238,2.0
4.0,8.0,6.0,9.0,1357.1686274509802,2.0
6.0,8.0,7.0,9.0,1358.835294117647,2.0
4.0,0.0,6.0,1.0,729.5019607843138,4.0
3.0,0.0,4.0,1.0,249.4,4.0
9.0,8.0,10.0,12.0,401.72450980392165,4.0
9.0,4.0,10.0,8.0,204.7333333333333,4.0
9.0,0.0,10.0,4.0,306.7460784313725,4.0
5.0,9.0,7.0,10.0,463.7313725490196,4.0
7.0,8.0,8.0,10.0,145.43774509803922,4.0
6.0,0.0,8.0,2.0,1287.927450980392,4.0
8.0,2.0,9.0,6.0,555.5921568627451,4.0
8.0,0.0,9.0,2.0,903.943137254902,4.0
8.0,6.0,9.0,10.0,807.7274509803923,4.0
8.0,10.0,9.0,14.0,419.1578431372549,4.0
8.0,14.0,9.0,16.0,70.5764705882353,4.0
9.0,16.0,10.0,20.0,502.21372549019617,4.0
1.0,3.0,2.0,7.0,688.3313725490194,4.0
1.0,9.0,2.0,11.0,201.86176470588242,4.0
2.0,9.0,4.0,10.0,318.83529411764715,4.0
2.0,18.0,3.0,19.0,135.61960784313723,4.0
3.0,18.0,5.0,19.0,214.17843137254903,4.0
5.0,18.0,7.0,19.0,276.52941176470586,4.0
8.0,16.0,9.0,18.0,51.38939724037763,4.0
0.0,4.0,1.0,8.0,29.68921568627451,5.0
0.0,0.0,1.0,4.0,2.6372549019607843,5.0
0.0,8.0,1.0,12.0,3.7205882352941178,5.0
0.0,12.0,1.0,16.0,0.0,5.0
0.0,16.0,1.0,20.0,0.0,5.0
1.0,11.0,2.0,15.0,3.640196078431372,5.0
1.0,15.0,2.0,19.0,5.1313725490196065,5.0
1.0,19.0,2.0,20.0,0.0,5.0
4.0,19.0,6.0,20.0,7.9078431372549005,5.0
2.0,19.0,4.0,20.0,0.0,5.0
9.0,12.0,10.0,16.0,157.39313725490194,5.0
4.0,9.0,5.0,10.0,2.032941176470588,5.0
