l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
3.0,3.0,7.0,7.0,2446.714215686275,1.0
3.0,2.0,7.0,3.0,2424.648039215687,1.0
4.0,10.0,7.0,14.0,2451.8885620915034,1.0
3.0,15.0,7.0,19.0,2388.925980392157,1.0
3.0,19.0,7.0,20.0,2517.0490196078435,1.0
2.0,1.0,3.0,7.0,2027.743137254902,2.0
2.0,0.0,3.0,1.0,1753.2039215686273,2.0
2.0,7.0,3.0,13.0,1568.8411764705884,2.0
2.0,13.0,3.0,19.0,1665.4281045751636,2.0
2.0,19.0,3.0,20.0,1061.486274509804,2.0
7.0,2.0,8.0,8.0,1340.5941176470587,2.0
7.0,8.0,8.0,14.0,1856.4954248366007,2.0
7.0,14.0,8.0,20.0,1798.7307189542485,2.0
4.0,14.0,7.0,15.0,2322.887581699348,2.0
3.0,7.0,4.0,8.0,1608.4117647058827,4.0
3.0,8.0,4.0,14.0,1398.235294117647,4.0
3.0,14.0,4.0,15.0,1746.7607843137255,4.0
4.0,7.0,7.0,10.0,662.0788048552755,4.0
3.0,0.0,5.0,2.0,1378.9588235294116,4.0
5.0,0.0,7.0,2.0,1389.2754901960784,4.0
7.0,0.0,9.0,2.0,732.4901960784314,4.0
1.0,6.0,2.0,12.0,326.56339869281044,4.0
1.0,0.0,2.0,6.0,511.6555555555556,4.0
8.0,6.0,9.0,10.0,461.3901960784314,4.0
8.0,10.0,9.0,16.0,334.6228758169935,4.0
8.0,16.0,9.0,20.0,366.7441176470588,4.0
0.0,0.0,1.0,6.0,24.883006535947708,5.0
0.0,6.0,1.0,14.0,1.765686274509804,5.0
0.0,14.0,1.0,20.0,0.865359477124183,5.0
1.0,12.0,2.0,18.0,343.6392156862745,5.0
1.0,18.0,2.0,20.0,223.9921568627451,5.0
9.0,0.0,10.0,6.0,0.0,5.0
9.0,6.0,10.0,14.0,88.65392156862745,5.0
9.0,14.0,10.0,20.0,9.057516339869279,5.0
8.0,2.0,9.0,6.0,1.1294117647058823,5.0
