l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,0.0,3.0,2.0,2026.458823529412,1.0
3.0,0.0,7.0,2.0,2441.8049019607847,1.0
7.0,0.0,8.0,2.0,1695.8372549019612,1.0
3.0,7.0,6.0,10.0,2477.0771241830066,1.0
1.0,1.0,2.0,5.0,1051.150980392157,2.0
1.0,5.0,2.0,11.0,788.6705882352942,2.0
1.0,11.0,2.0,16.0,912.9709803921567,2.0
2.0,2.0,3.0,5.0,1579.7045751633987,2.0
2.0,5.0,3.0,11.0,2145.469281045752,2.0
2.0,11.0,3.0,14.0,1622.813071895425,2.0
3.0,2.0,4.0,7.0,1428.9937254901959,2.0
4.0,5.0,5.0,7.0,1418.1431372549018,2.0
5.0,6.0,7.0,7.0,1165.58431372549,2.0
6.0,7.0,8.0,13.0,1325.6941176470586,2.0
3.0,10.0,6.0,13.0,1929.80697167756,2.0
4.0,2.0,5.0,3.0,1248.7764705882355,2.0
5.0,2.0,7.0,3.0,1305.9470588235295,2.0
7.0,2.0,8.0,3.0,961.6392156862746,2.0
2.0,16.0,3.0,20.0,1871.6990196078434,1.0
3.0,16.0,7.0,20.0,2423.579166666667,1.0
7.0,16.0,8.0,20.0,1673.643137254902,1.0
2.0,15.0,4.0,16.0,380.4647058823529,2.0
1.0,16.0,2.0,17.0,406.7058823529412,2.0
4.0,3.0,5.0,5.0,189.2780392156863,4.0
5.0,3.0,7.0,6.0,759.1790849673203,4.0
7.0,3.0,8.0,6.0,484.58039215686284,4.0
7.0,6.0,9.0,7.0,328.6294117647059,4.0
0.0,0.0,1.0,6.0,428.8522875816992,4.0
0.0,6.0,1.0,14.0,234.54754901960786,4.0
0.0,14.0,1.0,20.0,338.8032679738562,4.0
8.0,0.0,9.0,6.0,41.994771241830065,5.0
9.0,0.0,10.0,6.0,0.0,5.0
9.0,6.0,10.0,14.0,0.0,5.0
9.0,14.0,10.0,20.0,0.0,5.0
2.0,14.0,3.0,15.0,3.388235294117647,5.0
3.0,13.0,4.0,15.0,2.541176470588235,5.0
4.0,13.0,5.0,16.0,42.74640522875817,5.0
5.0,13.0,7.0,16.0,11.67058823529412,5.0
7.0,13.0,8.0,16.0,27.683660130718952,5.0
8.0,7.0,9.0,10.0,28.0562091503268,5.0
8.0,10.0,9.0,16.0,9.118300653594769,5.0
8.0,16.0,9.0,20.0,157.0892156862745,5.0
1.0,17.0,2.0,20.0,5.08235294117647,5.0
1.0,0.0,2.0,1.0,5.08235294117647,5.0
