l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
5.0,9.0,7.0,10.0,2281.209803921569,1.0
2.0,11.0,4.0,13.0,2222.9823529411765,1.0
4.0,11.0,6.0,13.0,2302.5676470588237,1.0
6.0,11.0,8.0,13.0,1780.605882352941,1.0
2.0,13.0,4.0,15.0,2260.2088235294127,1.0
4.0,13.0,6.0,15.0,2401.6176470588234,1.0
6.0,13.0,8.0,15.0,1839.8607843137256,1.0
2.0,15.0,4.0,17.0,2343.651960784314,1.0
4.0,15.0,6.0,17.0,2285.978431372549,1.0
6.0,15.0,8.0,17.0,1640.7352941176473,1.0
2.0,17.0,4.0,19.0,2240.7058823529414,1.0
4.0,17.0,6.0,19.0,2281.326470588236,1.0
6.0,17.0,8.0,19.0,1830.5382352941174,1.0
2.0,19.0,4.0,20.0,2236.449019607843,1.0
4.0,19.0,6.0,20.0,2506.9529411764706,1.0
6.0,19.0,8.0,20.0,2119.858823529412,1.0
4.0,4.0,6.0,6.0,2574.292156862745,1.0
2.0,4.0,4.0,6.0,2359.9225490196077,1.0
4.0,2.0,6.0,4.0,2325.545098039216,1.0
2.0,2.0,4.0,4.0,2269.2411764705885,1.0
4.0,1.0,6.0,2.0,1831.76862745098,1.0
2.0,1.0,4.0,2.0,1952.358823529412,1.0
6.0,2.0,7.0,6.0,2171.877450980392,1.0
7.0,4.0,8.0,8.0,1135.6970588235295,2.0
7.0,2.0,8.0,4.0,1253.0745098039215,2.0
7.0,9.0,8.0,11.0,1371.2313725490194,2.0
2.0,10.0,3.0,11.0,2089.7647058823527,2.0
3.0,10.0,5.0,11.0,1927.6588235294118,2.0
5.0,10.0,7.0,11.0,2095.9058823529413,2.0
1.0,8.0,2.0,10.0,849.3039215686273,2.0
3.0,6.0,5.0,10.0,2077.429411764706,2.0
2.0,6.0,3.0,10.0,2128.9637254901963,2.0
5.0,6.0,7.0,9.0,2176.149673202615,2.0
7.0,1.0,8.0,2.0,1795.76862745098,1.0
2.0,0.0,4.0,1.0,1745.5960784313725,2.0
4.0,0.0,6.0,1.0,1882.3176470588235,2.0
6.0,0.0,8.0,1.0,2029.0901960784313,2.0
6.0,1.0,7.0,2.0,1862.283660130719,2.0
8.0,3.0,9.0,7.0,484.21176470588233,4.0
8.0,0.0,9.0,3.0,404.80522875817,4.0
8.0,7.0,9.0,11.0,565.7715686274511,4.0
8.0,11.0,9.0,15.0,437.5156862745098,4.0
8.0,15.0,9.0,19.0,356.77450980392166,4.0
9.0,4.0,10.0,8.0,163.46764705882353,4.0
9.0,0.0,10.0,4.0,340.1931372549019,4.0
9.0,8.0,10.0,12.0,267.22843137254904,4.0
9.0,12.0,10.0,16.0,163.38235294117646,4.0
9.0,16.0,10.0,20.0,348.93823529411765,4.0
7.0,8.0,8.0,9.0,100.18333333333334,4.0
1.0,4.0,2.0,8.0,720.9078431372548,4.0
1.0,0.0,2.0,4.0,651.8676470588236,4.0
1.0,10.0,2.0,14.0,458.4343137254902,4.0
1.0,14.0,2.0,18.0,435.30196078431374,4.0
1.0,18.0,2.0,20.0,164.7941176470588,4.0
0.0,4.0,1.0,8.0,37.128431372549024,5.0
0.0,0.0,1.0,4.0,21.102941176470583,5.0
0.0,8.0,1.0,12.0,0.07058823529411765,5.0
0.0,12.0,1.0,16.0,0.0,5.0
0.0,16.0,1.0,20.0,0.0,5.0
8.0,19.0,9.0,20.0,1.1294117647058823,5.0
