l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,0.0,4.0,1.0,2065.9882352941177,1.0
4.0,0.0,6.0,1.0,2289.921568627451,1.0
6.0,0.0,8.0,1.0,2121.694117647059,1.0
3.0,5.0,4.0,7.0,2449.658823529412,1.0
4.0,5.0,6.0,7.0,2562.7117647058826,1.0
6.0,5.0,7.0,7.0,2499.1294117647053,1.0
3.0,3.0,4.0,5.0,2425.309803921569,1.0
4.0,3.0,6.0,5.0,2518.81568627451,1.0
6.0,3.0,7.0,5.0,2443.2549019607845,1.0
3.0,2.0,4.0,3.0,2081.9843137254898,1.0
4.0,2.0,6.0,3.0,2106.972549019608,1.0
6.0,2.0,7.0,3.0,2207.145098039216,1.0
2.0,7.0,3.0,11.0,1870.845098039216,2.0
2.0,3.0,3.0,7.0,1739.38431372549,2.0
2.0,1.0,3.0,3.0,1848.6019607843134,2.0
7.0,5.0,8.0,9.0,1547.6235294117646,2.0
7.0,1.0,8.0,5.0,1650.6941176470584,2.0
3.0,8.0,4.0,10.0,2115.7215686274512,2.0
4.0,8.0,6.0,10.0,1978.083333333333,2.0
6.0,8.0,7.0,10.0,1585.0431372549021,2.0
3.0,7.0,4.0,8.0,2339.6745098039223,2.0
4.0,7.0,6.0,8.0,2373.1117647058827,2.0
6.0,7.0,7.0,8.0,2154.0,2.0
3.0,1.0,4.0,2.0,1655.9882352941174,2.0
4.0,1.0,6.0,2.0,1523.5117647058826,2.0
6.0,1.0,7.0,2.0,1578.407843137255,2.0
7.0,13.0,8.0,17.0,1327.0921568627452,2.0
7.0,17.0,8.0,18.0,1322.992156862745,2.0
3.0,13.0,4.0,15.0,2426.7392156862743,1.0
4.0,13.0,6.0,15.0,2456.950980392157,1.0
6.0,13.0,7.0,15.0,2258.688235294117,1.0
3.0,15.0,4.0,17.0,2545.150980392157,1.0
4.0,15.0,6.0,17.0,2530.250980392157,1.0
6.0,15.0,7.0,17.0,2284.6490196078435,1.0
3.0,17.0,4.0,18.0,2410.6196078431367,1.0
4.0,17.0,6.0,18.0,2087.605882352941,1.0
6.0,17.0,7.0,18.0,1759.6470588235293,1.0
2.0,18.0,4.0,20.0,1948.58137254902,1.0
4.0,18.0,6.0,20.0,2259.743137254902,1.0
6.0,18.0,8.0,20.0,2134.950980392157,1.0
1.0,10.0,2.0,14.0,921.7480392156864,2.0
1.0,14.0,2.0,15.0,508.8313725490197,2.0
3.0,10.0,4.0,12.0,1623.4725490196079,2.0
4.0,10.0,6.0,12.0,1447.9480392156865,2.0
6.0,10.0,7.0,12.0,980.4450980392157,2.0
3.0,12.0,4.0,13.0,2423.5176470588235,2.0
4.0,12.0,6.0,13.0,2042.4686274509804,2.0
6.0,12.0,7.0,13.0,1406.4901960784314,2.0
2.0,11.0,3.0,15.0,2237.6931372549025,2.0
2.0,15.0,3.0,18.0,2024.869281045752,2.0
1.0,9.0,2.0,10.0,1092.580392156863,2.0
8.0,7.0,9.0,11.0,249.44607843137254,4.0
8.0,3.0,9.0,7.0,299.3323529411765,4.0
8.0,0.0,9.0,3.0,428.16209150326796,4.0
7.0,9.0,8.0,10.0,55.825,4.0
1.0,5.0,2.0,9.0,408.81372549019613,4.0
1.0,1.0,2.0,5.0,263.78235294117644,4.0
1.0,0.0,2.0,1.0,38.76078431372549,4.0
0.0,8.0,1.0,12.0,51.76274509803922,4.0
1.0,15.0,2.0,19.0,366.83627450980384,4.0
1.0,19.0,2.0,20.0,111.60392156862746,4.0
7.0,10.0,8.0,13.0,33.29983660130719,4.0
9.0,4.0,10.0,8.0,33.55294117647059,5.0
9.0,0.0,10.0,4.0,15.7578431372549,5.0
9.0,8.0,10.0,12.0,2.7088235294117653,5.0
9.0,12.0,10.0,16.0,0.0,5.0
9.0,16.0,10.0,20.0,0.0,5.0
8.0,11.0,9.0,15.0,18.030392156862746,5.0
8.0,15.0,9.0,19.0,69.83823529411765,5.0
8.0,19.0,9.0,20.0,56.67058823529411,5.0
0.0,12.0,1.0,16.0,44.58431372549019,5.0
0.0,16.0,1.0,20.0,12.725490196078432,5.0
0.0,4.0,1.0,8.0,1.3441176470588234,5.0
0.0,0.0,1.0,4.0,0.0,5.0
