l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
3.0,1.0,4.0,3.0,2489.194117647059,1.0
4.0,1.0,6.0,3.0,2580.246078431373,1.0
6.0,1.0,8.0,3.0,2192.742156862745,1.0
3.0,0.0,4.0,1.0,2536.1254901960783,1.0
4.0,0.0,6.0,1.0,2586.219607843137,1.0
6.0,0.0,8.0,1.0,2127.3019607843135,1.0
5.0,7.0,7.0,11.0,2387.4612745098043,1.0
7.0,7.0,8.0,11.0,1481.5549019607847,1.0
5.0,11.0,7.0,12.0,2342.482352941177,1.0
7.0,11.0,8.0,12.0,1386.0470588235294,1.0
3.0,13.0,5.0,14.0,2327.317647058823,1.0
2.0,13.0,3.0,14.0,2253.972549019608,1.0
6.0,13.0,7.0,14.0,2327.015686274511,1.0
4.0,15.0,6.0,16.0,2106.921568627451,1.0
2.0,15.0,4.0,16.0,2355.937254901961,1.0
2.0,0.0,3.0,4.0,1641.6637254901962,2.0
4.0,3.0,6.0,5.0,1418.7725490196076,2.0
3.0,3.0,4.0,5.0,1380.5372549019608,2.0
8.0,4.0,9.0,6.0,961.0156862745098,2.0
7.0,12.0,8.0,15.0,1299.5385620915033,2.0
1.0,15.0,2.0,17.0,809.6823529411763,2.0
2.0,14.0,3.0,15.0,2162.2313725490194,2.0
3.0,14.0,5.0,15.0,2343.2588235294115,2.0
5.0,14.0,7.0,15.0,2233.017647058824,2.0
3.0,6.0,5.0,7.0,1630.3745098039215,2.0
2.0,6.0,3.0,7.0,1571.235294117647,2.0
3.0,7.0,5.0,11.0,2196.4666666666667,2.0
2.0,7.0,3.0,11.0,1950.773529411765,2.0
3.0,11.0,5.0,13.0,2264.941176470589,2.0
2.0,11.0,3.0,13.0,2169.947058823529,2.0
3.0,19.0,4.0,20.0,2151.0666666666666,1.0
4.0,19.0,6.0,20.0,2333.392156862745,1.0
6.0,19.0,8.0,20.0,2006.590196078432,1.0
2.0,18.0,3.0,20.0,1614.2607843137255,2.0
3.0,18.0,4.0,19.0,1254.3137254901962,2.0
5.0,18.0,7.0,19.0,1425.3333333333335,2.0
7.0,18.0,8.0,19.0,1672.4627450980392,2.0
8.0,18.0,9.0,20.0,1018.6450980392157,2.0
6.0,15.0,8.0,16.0,1287.2313725490199,4.0
8.0,15.0,9.0,16.0,755.9882352941178,4.0
1.0,17.0,2.0,20.0,193.8967320261438,4.0
3.0,16.0,5.0,20.0,776.3769607843138,4.0
2.0,16.0,3.0,20.0,826.6127450980391,4.0
5.0,16.0,7.0,20.0,423.4107843137255,4.0
7.0,16.0,9.0,20.0,382.06764705882347,4.0
9.0,16.0,10.0,20.0,506.46274509803925,4.0
8.0,0.0,9.0,4.0,834.620588235294,4.0
5.0,6.0,7.0,7.0,1555.643137254902,4.0
7.0,6.0,9.0,7.0,1073.7333333333333,4.0
4.0,5.0,6.0,6.0,613.3078431372547,4.0
2.0,5.0,4.0,6.0,716.2627450980392,4.0
6.0,3.0,8.0,6.0,1264.9392156862746,4.0
5.0,12.0,6.0,14.0,1998.086274509804,4.0
6.0,12.0,7.0,13.0,267.79047619047617,4.0
1.0,6.0,2.0,8.0,241.61568627450973,4.0
1.0,8.0,2.0,12.0,406.32647058823534,4.0
1.0,12.0,2.0,15.0,594.8941176470587,4.0
0.0,4.0,1.0,8.0,0.0,5.0
0.0,0.0,1.0,4.0,0.0,5.0
0.0,8.0,1.0,12.0,0.0,5.0
0.0,12.0,1.0,16.0,0.5215686274509803,5.0
0.0,16.0,1.0,20.0,0.0019607843137254897,5.0
1.0,2.0,2.0,6.0,61.23725490196078,5.0
1.0,0.0,2.0,2.0,161.07254901960786,5.0
2.0,4.0,3.0,5.0,3.388235294117647,5.0
9.0,2.0,10.0,6.0,335.6225490196078,5.0
9.0,0.0,10.0,2.0,363.04705882352937,5.0
9.0,6.0,10.0,10.0,178.12058823529406,5.0
9.0,10.0,10.0,14.0,149.12941176470588,5.0
9.0,14.0,10.0,16.0,306.36274509803917,5.0
8.0,7.0,9.0,9.0,451.93725490196084,5.0
8.0,9.0,9.0,13.0,364.4578431372549,5.0
8.0,13.0,9.0,15.0,507.0156862745098,5.0
