l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
7.0,19.0,8.0,20.0,964.3058823529416,2.0
2.0,18.0,6.0,20.0,2351.053921568628,1.0
6.0,18.0,7.0,20.0,2216.1274509803925,1.0
2.0,1.0,3.0,7.0,1657.9673202614385,1.0
2.0,0.0,3.0,1.0,1955.294117647059,1.0
3.0,2.0,7.0,6.0,2400.4399509803925,1.0
3.0,0.0,7.0,2.0,2381.921078431373,1.0
3.0,6.0,7.0,10.0,2230.657107843138,1.0
3.0,10.0,7.0,14.0,2264.243382352942,1.0
3.0,14.0,7.0,16.0,2216.1573529411767,1.0
7.0,0.0,8.0,5.0,1782.6650980392158,2.0
7.0,5.0,8.0,11.0,1526.0150326797384,2.0
7.0,11.0,8.0,17.0,1502.4281045751636,2.0
1.0,16.0,2.0,20.0,999.7333333333332,2.0
2.0,16.0,6.0,18.0,1620.636274509804,2.0
6.0,16.0,7.0,18.0,1099.2333333333333,2.0
1.0,8.0,2.0,10.0,861.3176470588237,2.0
2.0,7.0,3.0,8.0,1637.4549019607846,2.0
2.0,8.0,3.0,14.0,1772.9169934640522,2.0
2.0,14.0,3.0,16.0,1378.3,2.0
8.0,0.0,9.0,6.0,190.62222222222215,4.0
8.0,6.0,9.0,12.0,366.32679738562086,4.0
8.0,12.0,9.0,18.0,331.0444444444445,4.0
7.0,17.0,8.0,18.0,52.12549019607843,4.0
0.0,9.0,1.0,17.0,163.91274509803924,4.0
0.0,17.0,1.0,19.0,86.30392156862746,4.0
1.0,10.0,2.0,16.0,567.581045751634,4.0
1.0,2.0,2.0,8.0,455.9908496732026,4.0
1.0,0.0,2.0,2.0,376.8647058823529,4.0
-0.0,4.0,1.0,9.0,117.97803921568628,4.0
9.0,0.0,10.0,6.0,0.0,5.0
9.0,6.0,10.0,14.0,3.0098039215686274,5.0
9.0,14.0,10.0,20.0,1.8562091503267968,5.0
7.0,18.0,8.0,19.0,1.2705882352941176,5.0
8.0,18.0,9.0,20.0,1.1294117647058823,5.0
0.0,0.0,1.0,4.0,10.16470588235294,5.0
-0.0,19.0,1.0,20.0,10.16470588235294,5.0
