l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
8.0,11.0,9.0,13.0,347.6784313725489,2.0
8.0,14.0,9.0,18.0,497.10196078431375,2.0
2.0,10.0,3.0,14.0,1739.157843137255,1.0
3.0,10.0,7.0,14.0,2425.705882352941,1.0
7.0,10.0,8.0,14.0,2166.7833333333333,1.0
2.0,14.0,3.0,18.0,1433.2754901960784,1.0
3.0,14.0,7.0,18.0,2076.6926470588237,1.0
7.0,14.0,8.0,18.0,2110.717647058824,1.0
2.0,18.0,3.0,20.0,1686.950980392157,1.0
3.0,18.0,7.0,20.0,1792.4573529411764,1.0
7.0,18.0,8.0,20.0,1575.0058823529412,1.0
1.0,5.0,2.0,11.0,1199.6124183006536,2.0
1.0,0.0,2.0,5.0,1240.7796078431372,2.0
2.0,4.0,3.0,10.0,2030.3895424836605,2.0
2.0,0.0,3.0,4.0,1732.0245098039218,2.0
3.0,4.0,4.0,10.0,1979.2522875817,2.0
3.0,1.0,4.0,4.0,1621.0535947712424,2.0
4.0,6.0,5.0,10.0,1603.2235294117652,2.0
4.0,2.0,5.0,6.0,2146.353921568628,2.0
5.0,2.0,7.0,8.0,1509.2924836601305,2.0
5.0,9.0,7.0,10.0,1338.9686274509802,2.0
7.0,9.0,8.0,10.0,1118.1254901960783,2.0
1.0,11.0,2.0,17.0,526.8575163398691,4.0
1.0,17.0,2.0,20.0,749.8705882352942,4.0
-0.0,19.0,1.0,20.0,340.44705882352935,4.0
3.0,0.0,4.0,1.0,2.541176470588235,5.0
9.0,0.0,10.0,6.0,0.0,5.0
9.0,6.0,10.0,14.0,0.20294117647058826,5.0
9.0,14.0,10.0,20.0,0.32941176470588235,5.0
8.0,18.0,9.0,20.0,1.1294117647058823,5.0
8.0,13.0,9.0,14.0,1.1294117647058823,5.0
5.0,8.0,7.0,9.0,757.1960784313727,5.0
4.0,0.0,7.0,2.0,4.356302521008403,5.0
7.0,3.0,8.0,9.0,468.5581699346406,5.0
7.0,0.0,8.0,3.0,484.05751633986915,5.0
8.0,5.0,9.0,11.0,85.47320261437909,5.0
8.0,0.0,9.0,5.0,18.38901960784313,5.0
0.0,0.0,1.0,5.0,342.96470588235286,5.0
0.0,5.0,1.0,13.0,298.9249999999999,5.0
0.0,13.0,1.0,19.0,254.46274509803925,5.0
