l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
3.0,0.0,7.0,3.0,2074.159477124183,1.0
7.0,0.0,8.0,3.0,1928.844444444445,1.0
5.0,4.0,7.0,6.0,1856.2186274509804,1.0
7.0,4.0,8.0,6.0,1986.5254901960784,1.0
3.0,7.0,7.0,9.0,1586.6916666666666,1.0
7.0,7.0,8.0,9.0,2076.472549019608,1.0
3.0,9.0,7.0,13.0,1794.3210784313724,1.0
7.0,9.0,8.0,13.0,2071.582352941177,1.0
3.0,13.0,7.0,16.0,1949.2379084967324,1.0
7.0,13.0,8.0,16.0,1850.2300653594766,1.0
3.0,19.0,7.0,20.0,1697.0549019607847,1.0
1.0,0.0,2.0,2.0,808.5823529411763,2.0
2.0,0.0,3.0,3.0,914.7960784313727,2.0
8.0,1.0,9.0,7.0,1318.3130718954249,2.0
8.0,0.0,9.0,1.0,1353.4901960784316,2.0
8.0,7.0,9.0,13.0,1324.2843137254902,2.0
8.0,13.0,9.0,19.0,1254.2287581699345,2.0
8.0,19.0,9.0,20.0,1239.0823529411764,2.0
1.0,14.0,2.0,20.0,982.2490196078434,2.0
2.0,11.0,3.0,17.0,1112.1803921568626,2.0
2.0,17.0,3.0,20.0,1221.3124183006535,2.0
3.0,16.0,7.0,19.0,1433.5941176470587,2.0
7.0,16.0,8.0,20.0,1316.3607843137254,2.0
3.0,4.0,5.0,7.0,1247.8516339869282,2.0
4.0,3.0,5.0,4.0,849.6901960784314,2.0
5.0,3.0,7.0,4.0,1071.4176470588236,2.0
7.0,3.0,8.0,4.0,1462.6,2.0
5.0,6.0,7.0,7.0,1709.329411764706,2.0
7.0,6.0,8.0,7.0,1701.580392156863,2.0
0.0,0.0,1.0,6.0,52.532679738562095,4.0
0.0,6.0,1.0,14.0,84.86715686274509,4.0
0.0,14.0,1.0,20.0,281.8666666666667,4.0
1.0,2.0,2.0,5.0,280.8274509803921,4.0
1.0,5.0,2.0,11.0,156.18039215686272,4.0
1.0,11.0,2.0,14.0,476.03660130718947,4.0
2.0,5.0,3.0,11.0,469.1673202614379,4.0
2.0,3.0,3.0,5.0,323.60784313725486,4.0
3.0,3.0,4.0,4.0,151.05,4.0
9.0,0.0,10.0,6.0,402.78562091503267,4.0
9.0,6.0,10.0,14.0,367.36568627450964,4.0
9.0,14.0,10.0,20.0,441.5705882352941,4.0
