l_l_m,l_l_n,u_r_m,u_r_n,avg_sal,sal_state
2.0,1.0,3.0,3.0,1136.9941176470588,2.0
2.0,18.0,3.0,19.0,676.7529411764706,2.0
3.0,7.0,4.0,9.0,2469.6529411764704,1.0
4.0,7.0,6.0,9.0,2488.4343137254905,1.0
6.0,7.0,8.0,9.0,2366.345098039216,1.0
3.0,5.0,4.0,7.0,2428.037254901961,1.0
4.0,5.0,6.0,7.0,2470.7745098039222,1.0
6.0,5.0,8.0,7.0,2407.2029411764706,1.0
2.0,10.0,3.0,12.0,1786.6882352941175,1.0
3.0,10.0,5.0,12.0,2456.532352941177,1.0
5.0,10.0,7.0,12.0,2484.2941176470595,1.0
2.0,12.0,3.0,14.0,1879.8647058823528,1.0
3.0,12.0,5.0,14.0,2348.8578431372557,1.0
5.0,12.0,7.0,14.0,2440.355882352941,1.0
3.0,16.0,4.0,17.0,2491.81568627451,1.0
4.0,16.0,6.0,17.0,2516.8529411764707,1.0
6.0,16.0,7.0,17.0,2511.8627450980393,1.0
3.0,18.0,4.0,20.0,2149.8803921568633,1.0
4.0,18.0,6.0,20.0,2387.236274509804,1.0
6.0,18.0,7.0,20.0,2463.074509803921,1.0
4.0,0.0,6.0,1.0,2062.478431372549,2.0
3.0,0.0,4.0,1.0,1844.0117647058826,2.0
6.0,1.0,8.0,5.0,2192.358333333333,2.0
6.0,0.0,8.0,1.0,2197.6803921568626,2.0
7.0,9.0,8.0,13.0,1730.7931372549021,2.0
7.0,13.0,8.0,17.0,1956.4215686274508,2.0
7.0,17.0,8.0,20.0,2275.624836601308,2.0
8.0,17.0,9.0,19.0,818.3274509803923,2.0
3.0,17.0,4.0,18.0,1847.756862745098,2.0
4.0,17.0,6.0,18.0,1958.258823529412,2.0
6.0,17.0,7.0,18.0,2170.6470588235293,2.0
4.0,3.0,6.0,5.0,1808.4343137254905,2.0
3.0,3.0,4.0,5.0,1440.4549019607846,2.0
4.0,1.0,6.0,3.0,2570.049019607843,2.0
3.0,1.0,4.0,3.0,2466.250980392157,2.0
2.0,6.0,3.0,10.0,679.8392156862745,4.0
2.0,3.0,3.0,6.0,518.5503267973858,4.0
3.0,9.0,4.0,10.0,1595.8078431372546,4.0
4.0,9.0,6.0,10.0,1683.9960784313723,4.0
6.0,9.0,7.0,10.0,1619.356862745098,4.0
2.0,14.0,3.0,18.0,540.9274509803921,4.0
3.0,14.0,4.0,16.0,1535.6176470588236,4.0
4.0,14.0,6.0,16.0,1708.2137254901966,4.0
6.0,14.0,7.0,16.0,1768.0901960784313,4.0
1.0,8.0,2.0,10.0,87.63333333333333,4.0
1.0,10.0,2.0,14.0,166.07352941176472,4.0
1.0,14.0,2.0,17.0,78.30718954248366,4.0
8.0,2.0,9.0,6.0,198.5549019607843,4.0
8.0,0.0,9.0,2.0,303.67450980392164,4.0
8.0,6.0,9.0,10.0,187.593137254902,4.0
8.0,10.0,9.0,14.0,107.45980392156864,4.0
8.0,14.0,9.0,17.0,277.20915032679744,4.0
0.0,4.0,1.0,8.0,0.0,5.0
0.0,0.0,1.0,4.0,0.0,5.0
0.0,8.0,1.0,12.0,0.0,5.0
0.0,12.0,1.0,16.0,0.0,5.0
0.0,16.0,1.0,20.0,0.0,5.0
1.0,4.0,2.0,8.0,8.667647058823531,5.0
1.0,0.0,2.0,4.0,10.794117647058822,5.0
1.0,17.0,2.0,20.0,5.08235294117647,5.0
2.0,19.0,3.0,20.0,3.388235294117647,5.0
2.0,0.0,3.0,1.0,3.388235294117647,5.0
9.0,4.0,10.0,8.0,0.0,5.0
9.0,0.0,10.0,4.0,0.0,5.0
9.0,8.0,10.0,12.0,0.0,5.0
9.0,12.0,10.0,16.0,0.0,5.0
9.0,16.0,10.0,20.0,0.0,5.0
8.0,19.0,9.0,20.0,1.1294117647058823,5.0
